# gapseq version: 1.2 2d739a56
# Transporter sequence DB md5sum: b99a77e (2024-05-19)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|Q24LT7|2.A.6.2.29	2.A.6.2.29	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q24LT7|2.A.6.2.29	59.439	0.0	1252	97	tr|A0A0H3GNP4|A0A0H3GNP4_KLEPH Efflux pump membrane transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_11880 PE=3 SV=1	1	1018	transporter
gnl|TC-DB|Q24LT7|2.A.6.2.29	2.A.6.2.29	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|Q24LT7|2.A.6.2.29	59.439	0.0	1252	97	tr|A0A0H3GNP4|A0A0H3GNP4_KLEPH Efflux pump membrane transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_11880 PE=3 SV=1	1	1018	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	copper	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|P24177|2.A.6.2.7	91.032	0.0	1951	100	tr|A0A0H3GW07|A0A0H3GW07_KLEPH Efflux pump membrane transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_38740 PE=3 SV=1	1	1037	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P24177|2.A.6.2.7	91.032	0.0	1951	100	tr|A0A0H3GW07|A0A0H3GW07_KLEPH Efflux pump membrane transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_38740 PE=3 SV=1	1	1037	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	L-cysteine	EX_cpd00084_e0	rxn09690	gnl|TC-DB|P24177|2.A.6.2.7	91.032	0.0	1951	100	tr|A0A0H3GW07|A0A0H3GW07_KLEPH Efflux pump membrane transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_38740 PE=3 SV=1	1	1037	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P24177|2.A.6.2.7	91.032	0.0	1951	100	tr|A0A0H3GW07|A0A0H3GW07_KLEPH Efflux pump membrane transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_38740 PE=3 SV=1	1	1037	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|P24177|2.A.6.2.7	91.032	0.0	1951	100	tr|A0A0H3GW07|A0A0H3GW07_KLEPH Efflux pump membrane transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_38740 PE=3 SV=1	1	1037	transporter
gnl|TC-DB|P24177|2.A.6.2.7	2.A.6.2.7	zinc	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|P24177|2.A.6.2.7	91.032	0.0	1951	100	tr|A0A0H3GW07|A0A0H3GW07_KLEPH Efflux pump membrane transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_38740 PE=3 SV=1	1	1037	transporter
gnl|TC-DB|O52248|2.A.6.2.9	2.A.6.2.9	acetate	EX_cpd00029_e0	rxn05488,rxn08061,rxn08062,rxn30452	gnl|TC-DB|O52248|2.A.6.2.9	67.812	0.0	1433	97	tr|A0A0H3GNP4|A0A0H3GNP4_KLEPH Efflux pump membrane transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_11880 PE=3 SV=1	1	1018	transporter
gnl|TC-DB|Q0P9L9|2.A.6.3.10	2.A.6.3.10	deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|Q0P9L9|2.A.6.3.10	26.803	5.57e-109	360	99	tr|A0A0H3GVW5|A0A0H3GVW5_KLEPH Multidrug resistance protein MdtC OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=mdtC PE=3 SV=1	4	1014	transporter
gnl|TC-DB|Q0P9L9|2.A.6.3.10	2.A.6.3.10	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q0P9L9|2.A.6.3.10	26.803	5.57e-109	360	99	tr|A0A0H3GVW5|A0A0H3GVW5_KLEPH Multidrug resistance protein MdtC OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=mdtC PE=3 SV=1	4	1014	transporter
gnl|TC-DB|Q0P9L9|2.A.6.3.10	2.A.6.3.10	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|Q0P9L9|2.A.6.3.10	26.803	5.57e-109	360	99	tr|A0A0H3GVW5|A0A0H3GVW5_KLEPH Multidrug resistance protein MdtC OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=mdtC PE=3 SV=1	4	1014	transporter
gnl|TC-DB|Q52981|2.A.63.1.1	2.A.63.1.1	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|Q52981|2.A.63.1.1	22.603	8.20e-07	48.9	79	tr|A0A0H3GT15|A0A0H3GT15_KLEPH NADH dehydrogenase subunit L OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_37350 PE=4 SV=1	2	405	transporter
gnl|TC-DB|Q52981|2.A.63.1.1	2.A.63.1.1	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q52981|2.A.63.1.1	22.603	8.20e-07	48.9	79	tr|A0A0H3GT15|A0A0H3GT15_KLEPH NADH dehydrogenase subunit L OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_37350 PE=4 SV=1	2	405	transporter
gnl|TC-DB|Q9KD98|2.A.63.1.2	2.A.63.1.2	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q9KD98|2.A.63.1.2	26.464	2.25e-32	126	88	tr|A0A0H3GVP8|A0A0H3GVP8_KLEPH NADH-quinone oxidoreductase subunit M OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_37340 PE=3 SV=1	7	458	transporter
gnl|TC-DB|P60686|2.A.63.1.3	2.A.63.1.3	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P60686|2.A.63.1.3	24.048	2.20e-12	66.2	81	tr|A0A0H3GT15|A0A0H3GT15_KLEPH NADH dehydrogenase subunit L OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_37350 PE=4 SV=1	2	410	transporter
gnl|TC-DB|AUI48178.1|2.A.6.3.14	2.A.6.3.14	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|AUI48178.1|2.A.6.3.14	27.662	5.71e-123	399	98	tr|A0A0H3GVW5|A0A0H3GVW5_KLEPH Multidrug resistance protein MdtC OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=mdtC PE=3 SV=1	1	1018	transporter
gnl|TC-DB|AUI48178.1|2.A.6.3.14	2.A.6.3.14	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|AUI48178.1|2.A.6.3.14	27.662	5.71e-123	399	98	tr|A0A0H3GVW5|A0A0H3GVW5_KLEPH Multidrug resistance protein MdtC OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=mdtC PE=3 SV=1	1	1018	transporter
gnl|TC-DB|O05229|2.A.63.1.4	2.A.63.1.4	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|O05229|2.A.63.1.4	24.280	5.61e-17	80.9	94	tr|A0A0H3GT15|A0A0H3GT15_KLEPH NADH dehydrogenase subunit L OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_37350 PE=4 SV=1	2	468	transporter
gnl|TC-DB|C7G3I9|2.A.63.2.1	2.A.63.2.1	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|C7G3I9|2.A.63.2.1	27.551	1.7	25.0	82	tr|A0A0H3GWQ8|A0A0H3GWQ8_KLEPH Shikimate and dehydroshikimate transport protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_24010 PE=4 SV=1	335	429	transporter
gnl|TC-DB|Q1CZ65|2.A.6.3.7	2.A.6.3.7	copper	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|Q1CZ65|2.A.6.3.7	25.117	1.35e-70	252	97	tr|A0A0H3GR27|A0A0H3GR27_KLEPH CusA/CzcA family heavy metal efflux RND transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_05810 PE=3 SV=1	5	1035	transporter
gnl|TC-DB|L8NFZ8|2.A.6.3.8	2.A.6.3.8	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|L8NFZ8|2.A.6.3.8	30.385	8.88e-116	378	99	tr|A0A0H3GVW5|A0A0H3GVW5_KLEPH Multidrug resistance protein MdtC OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=mdtC PE=3 SV=1	1	1022	transporter
gnl|TC-DB|Q1CZY1|2.A.64.1.2	2.A.64.1.2	arginine	EX_cpd00051_e0	rxn05303,rxn08154,rxn09783,rxn12437,rxn13228,rxn30457,rxn10840,rxn33718	gnl|TC-DB|Q1CZY1|2.A.64.1.2	25.157	0.66	27.3	77	tr|A0A0H3GSJ2|A0A0H3GSJ2_KLEPH Propanediol utilization: polyhedral bodies OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_42670 PE=4 SV=1	125	268	transporter
gnl|TC-DB|O82855|2.A.66.1.1	2.A.66.1.1	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|O82855|2.A.66.1.1	56.954	0.0	510	99	tr|A0A0H3GP79|A0A0H3GP79_KLEPH Multidrug resistance protein MdtK OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=mdtK PE=3 SV=1	1	453	transporter
gnl|TC-DB|O82855|2.A.66.1.1	2.A.66.1.1	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|O82855|2.A.66.1.1	56.954	0.0	510	99	tr|A0A0H3GP79|A0A0H3GP79_KLEPH Multidrug resistance protein MdtK OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=mdtK PE=3 SV=1	1	453	transporter
gnl|TC-DB|O82855|2.A.66.1.1	2.A.66.1.1	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|O82855|2.A.66.1.1	56.954	0.0	510	99	tr|A0A0H3GP79|A0A0H3GP79_KLEPH Multidrug resistance protein MdtK OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=mdtK PE=3 SV=1	1	453	transporter
gnl|TC-DB|Q9JV27|2.A.66.1.10	2.A.66.1.10	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|Q9JV27|2.A.66.1.10	35.506	4.28e-88	273	96	tr|A0A0H3GP79|A0A0H3GP79_KLEPH Multidrug resistance protein MdtK OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=mdtK PE=3 SV=1	4	446	transporter
gnl|TC-DB|Q9I3Y3|2.A.66.1.12	2.A.66.1.12	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|Q9I3Y3|2.A.66.1.12	46.067	2.44e-129	380	93	tr|A0A0H3GP79|A0A0H3GP79_KLEPH Multidrug resistance protein MdtK OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=mdtK PE=3 SV=1	7	446	transporter
gnl|TC-DB|D5CJ69|2.A.66.1.22	2.A.66.1.2	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|D5CJ69|2.A.66.1.22	84.382	0.0	766	99	tr|A0A0H3H0G2|A0A0H3H0G2_KLEPH Multidrug-efflux transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_35060 PE=4 SV=1	13	473	transporter
gnl|TC-DB|D5CJ69|2.A.66.1.22	2.A.66.1.2	citrate	EX_cpd00137_e0	rxn05211,rxn12371,rxn12792,rxn30467	gnl|TC-DB|D5CJ69|2.A.66.1.22	84.382	0.0	766	99	tr|A0A0H3H0G2|A0A0H3H0G2_KLEPH Multidrug-efflux transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_35060 PE=4 SV=1	13	473	transporter
gnl|TC-DB|D5CJ69|2.A.66.1.22	2.A.66.1.2	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|D5CJ69|2.A.66.1.22	84.382	0.0	766	99	tr|A0A0H3H0G2|A0A0H3H0G2_KLEPH Multidrug-efflux transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_35060 PE=4 SV=1	13	473	transporter
gnl|TC-DB|D5CJ69|2.A.66.1.22	2.A.66.1.22	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|D5CJ69|2.A.66.1.22	84.382	0.0	766	99	tr|A0A0H3H0G2|A0A0H3H0G2_KLEPH Multidrug-efflux transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_35060 PE=4 SV=1	13	473	transporter
gnl|TC-DB|P37340|2.A.66.1.3	2.A.66.1.3	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|P37340|2.A.66.1.3	87.527	0.0	806	100	tr|A0A0H3GP79|A0A0H3GP79_KLEPH Multidrug resistance protein MdtK OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=mdtK PE=3 SV=1	1	457	transporter
gnl|TC-DB|P37340|2.A.66.1.3	2.A.66.1.3	citrate	EX_cpd00137_e0	rxn05211,rxn12371,rxn12792,rxn30467	gnl|TC-DB|P37340|2.A.66.1.3	87.527	0.0	806	100	tr|A0A0H3GP79|A0A0H3GP79_KLEPH Multidrug resistance protein MdtK OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=mdtK PE=3 SV=1	1	457	transporter
gnl|TC-DB|P37340|2.A.66.1.3	2.A.66.1.3	copper	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|P37340|2.A.66.1.3	87.527	0.0	806	100	tr|A0A0H3GP79|A0A0H3GP79_KLEPH Multidrug resistance protein MdtK OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=mdtK PE=3 SV=1	1	457	transporter
gnl|TC-DB|P37340|2.A.66.1.3	2.A.66.1.3	deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P37340|2.A.66.1.3	87.527	0.0	806	100	tr|A0A0H3GP79|A0A0H3GP79_KLEPH Multidrug resistance protein MdtK OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=mdtK PE=3 SV=1	1	457	transporter
gnl|TC-DB|P37340|2.A.66.1.3	2.A.66.1.3	nickel	EX_cpd00244_e0	rxn08990,rxn08992,rxn10581,rxn13730	gnl|TC-DB|P37340|2.A.66.1.3	87.527	0.0	806	100	tr|A0A0H3GP79|A0A0H3GP79_KLEPH Multidrug resistance protein MdtK OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=mdtK PE=3 SV=1	1	457	transporter
gnl|TC-DB|P37340|2.A.66.1.3	2.A.66.1.3	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P37340|2.A.66.1.3	87.527	0.0	806	100	tr|A0A0H3GP79|A0A0H3GP79_KLEPH Multidrug resistance protein MdtK OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=mdtK PE=3 SV=1	1	457	transporter
gnl|TC-DB|Q8DPQ6|2.A.66.1.41	2.A.66.1.41	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|Q8DPQ6|2.A.66.1.41	32.438	9.53e-70	226	96	tr|A0A0H3GP79|A0A0H3GP79_KLEPH Multidrug resistance protein MdtK OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=mdtK PE=3 SV=1	12	450	transporter
gnl|TC-DB|Q8DPQ6|2.A.66.1.41	2.A.66.1.41	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q8DPQ6|2.A.66.1.41	32.438	9.53e-70	226	96	tr|A0A0H3GP79|A0A0H3GP79_KLEPH Multidrug resistance protein MdtK OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=mdtK PE=3 SV=1	12	450	transporter
gnl|TC-DB|Q84K71|2.A.66.1.54	2.A.66.1.54	citrate	EX_cpd00137_e0	rxn05211,rxn12371,rxn12792,rxn30467	gnl|TC-DB|Q84K71|2.A.66.1.54	24.208	1.85e-11	63.2	83	tr|A0A0H3GGV5|A0A0H3GGV5_KLEPH DNA-damage-inducible protein F OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_02670 PE=4 SV=1	10	436	transporter
gnl|TC-DB|Q93HR7|2.A.66.1.7	2.A.66.1.7	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|Q93HR7|2.A.66.1.7	23.423	1.89e-06	47.0	96	tr|A0A0H3GGV5|A0A0H3GGV5_KLEPH DNA-damage-inducible protein F OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_02670 PE=4 SV=1	4	428	transporter
gnl|TC-DB|Q93HR7|2.A.66.1.7	2.A.66.1.7	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q93HR7|2.A.66.1.7	23.423	1.89e-06	47.0	96	tr|A0A0H3GGV5|A0A0H3GGV5_KLEPH DNA-damage-inducible protein F OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_02670 PE=4 SV=1	4	428	transporter
gnl|TC-DB|Q93HR7|2.A.66.1.7	2.A.66.1.7	thiamine	EX_cpd00305_e0	rxn09657	gnl|TC-DB|Q93HR7|2.A.66.1.7	23.423	1.89e-06	47.0	96	tr|A0A0H3GGV5|A0A0H3GGV5_KLEPH DNA-damage-inducible protein F OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_02670 PE=4 SV=1	4	428	transporter
gnl|TC-DB|Q9SIA5|2.A.66.1.8	2.A.66.1.8	cadmium	EX_cpd01012_e0	rxn08196,rxn13814,rxn08198,rxn29670	gnl|TC-DB|Q9SIA5|2.A.66.1.8	23.649	8.07e-16	76.6	89	tr|A0A0H3GP79|A0A0H3GP79_KLEPH Multidrug resistance protein MdtK OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=mdtK PE=3 SV=1	6	436	transporter
gnl|TC-DB|P37169|2.A.66.4.1	2.A.66.4.1	D-fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|P37169|2.A.66.4.1	91.585	0.0	924	98	tr|A0A0H3GRG5|A0A0H3GRG5_KLEPH Probable lipid II flippase MurJ OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=murJ PE=3 SV=1	1	511	transporter
gnl|TC-DB|P37169|2.A.66.4.1	2.A.66.4.1	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|P37169|2.A.66.4.1	91.585	0.0	924	98	tr|A0A0H3GRG5|A0A0H3GRG5_KLEPH Probable lipid II flippase MurJ OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=murJ PE=3 SV=1	1	511	transporter
gnl|TC-DB|Q65ZW3|2.A.66.4.2	2.A.66.4.2	D-fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|Q65ZW3|2.A.66.4.2	26.250	2.67e-34	132	77	tr|A0A0H3GRG5|A0A0H3GRG5_KLEPH Probable lipid II flippase MurJ OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=murJ PE=3 SV=1	14	411	transporter
gnl|TC-DB|Q65ZW3|2.A.66.4.2	2.A.66.4.2	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|Q65ZW3|2.A.66.4.2	26.250	2.67e-34	132	77	tr|A0A0H3GRG5|A0A0H3GRG5_KLEPH Probable lipid II flippase MurJ OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=murJ PE=3 SV=1	14	411	transporter
gnl|TC-DB|P0AF16|2.A.66.4.3	2.A.66.4.3	glutamine	EX_cpd00053_e0	rxn05216,rxn09678,rxn09814,rxn13301,rxn13302,rxn34375,rxn34499,rxn11101	gnl|TC-DB|P0AF16|2.A.66.4.3	91.176	0.0	921	99	tr|A0A0H3GRG5|A0A0H3GRG5_KLEPH Probable lipid II flippase MurJ OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=murJ PE=3 SV=1	1	510	transporter
gnl|TC-DB|D0WY71|2.A.66.4.5	2.A.66.4.5	D-fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|D0WY71|2.A.66.4.5	42.270	1.59e-126	376	98	tr|A0A0H3GRG5|A0A0H3GRG5_KLEPH Probable lipid II flippase MurJ OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=murJ PE=3 SV=1	2	505	transporter
gnl|TC-DB|D0WY71|2.A.66.4.5	2.A.66.4.5	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|D0WY71|2.A.66.4.5	42.270	1.59e-126	376	98	tr|A0A0H3GRG5|A0A0H3GRG5_KLEPH Probable lipid II flippase MurJ OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=murJ PE=3 SV=1	2	505	transporter
gnl|TC-DB|P46133|2.A.68.1.1	2.A.68.1.1	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|P46133|2.A.68.1.1	87.903	0.0	882	98	tr|A0A0H3GPB8|A0A0H3GPB8_KLEPH Aminobenzoyl-glutamate transport protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_24400 PE=4 SV=1	13	508	transporter
gnl|TC-DB|D9QJW1|2.A.68.1.3	2.A.68.1.3	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|D9QJW1|2.A.68.1.3	28.125	3.29e-36	137	99	tr|A0A0H3GPB8|A0A0H3GPB8_KLEPH Aminobenzoyl-glutamate transport protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_24400 PE=4 SV=1	37	501	transporter
gnl|TC-DB|Q0VR69|2.A.68.1.4	2.A.68.1.4	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|Q0VR69|2.A.68.1.4	36.660	1.09e-100	309	99	tr|A0A0H3GPB8|A0A0H3GPB8_KLEPH Aminobenzoyl-glutamate transport protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_24400 PE=4 SV=1	14	501	transporter
gnl|TC-DB|E0SFK1|2.A.69.3.2	2.A.69.3.2	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|E0SFK1|2.A.69.3.2	27.687	1.02e-11	62.0	93	tr|A0A0H3GMW9|A0A0H3GMW9_KLEPH Auxin efflux carrier OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_24670 PE=3 SV=1	11	315	transporter
gnl|TC-DB|Q48797|2.A.69.4.5	2.A.69.4.5	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|Q48797|2.A.69.4.5	24.232	6.44e-06	44.3	91	tr|A0A0H3GWR6|A0A0H3GWR6_KLEPH Receptor protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_41590 PE=4 SV=1	12	294	transporter
